PID,name,overall,age,wage_eur,value_eur,diving,handling,kicking,positioning,reflexes,speed,Cluster
355,D. Bertaud,72,23,11000,2800000,73,69,65,69,75,53,Cluster 3
356,B. Peacock-Farrell,72,24,15000,4000000,73,70,72,69,75,53,Cluster 2
357,Á. Montero,72,26,1000,2700000,73,69,66,75,72,43,Cluster 3
358,A. Desmas,72,27,10000,2100000,75,74,71,69,71,29,Cluster 3
359,G. Akkan,72,26,8000,2100000,70,69,68,71,80,48,Cluster 2
360,Sacramentinho,72,37,11000,250000,74,68,72,74,71,45,Cluster 3
361,Túlio Changas,72,25,18000,1900000,72,71,75,68,73,43,Cluster 2
362,André Milazisco,72,25,18000,1900000,77,64,62,66,77,34,Cluster 3
363,João Bruinheira,72,33,9000,750000,71,63,77,74,75,33,Cluster 3
364,C. Cáceda,72,29,500,1600000,71,69,67,71,73,30,Cluster 3
365,İ. Eğribayat,72,23,7000,4500000,70,69,69,71,76,43,Cluster 3
366,Dani Cárdenas,72,24,12000,4500000,74,66,74,67,77,44,Cluster 2
367,V. Barkas,72,27,26000,2300000,71,72,72,71,73,35,Cluster 2
368,S. Dieng,72,26,10000,2400000,70,68,70,69,75,40,Cluster 3
369,M. Safonov,72,22,,,74,74,73,75,76,20,Cluster 3
370,A. Paschalakis,72,31,750,1200000,79,62,65,70,79,51,Cluster 3
371,Tiago Sá,72,26,8000,2700000,72,71,67,71,73,44,Cluster 3
372,E. Destanoğlu,72,20,14000,4400000,72,74,65,70,73,32,Cluster 3
373,A. Trubin,72,19,500,2900000,66,72,67,71,77,36,Cluster 3
374,J. Graterol,72,24,2000,3000000,72,70,68,72,75,24,Cluster 3
375,Mateus Pasinato,72,29,8000,1600000,71,72,72,73,69,23,Cluster 3
376,Ž. Živković,72,32,750,1200000,72,67,67,74,74,29,Cluster 3
377,L. Morales,72,21,6000,5000000,71,70,69,74,73,52,Cluster 2
378,I. Pandur,72,21,9000,4100000,71,69,62,69,77,39,Cluster 3
379,E. Green,72,20,11000,4400000,73,70,68,72,74,26,Cluster 3
380,D. Greif,72,24,11000,4500000,70,73,77,71,70,18,Cluster 3
381,N. Penneteau,71,40,7000,210000,68,74,66,81,63,26,Cluster 3
382,Riesgo,71,37,4000,210000,71,72,68,71,71,52,Cluster 3
383,M. Barovero,71,37,5000,210000,70,67,63,73,72,34,Cluster 3
384,L. Pocrnjic,71,39,4000,210000,71,68,64,72,70,27,Cluster 3
385,P. Tschauner,71,35,18000,210000,71,69,66,71,71,41,Cluster 3
386,J. Dahlin,71,34,5000,325000,66,72,67,79,67,38,Cluster 3
387,I. Khune,71,34,500,325000,71,69,90,64,75,35,Cluster 3
388,R. M'Bolhi,71,35,9000,210000,71,67,73,67,75,51,Cluster 3
389,J. Moulin,71,35,6000,210000,72,70,65,72,73,51,Cluster 3
390,F. Rodríguez,71,32,6000,925000,68,68,71,72,73,53,Cluster 3
391,R. Boffin,71,33,9000,600000,72,67,73,69,72,56,Cluster 3
392,J. García,71,34,8000,325000,72,68,74,70,73,35,Cluster 3
393,Bracali,71,40,5000,210000,71,71,60,71,69,39,Cluster 3
394,Zeng Cheng,71,34,8000,325000,70,66,69,71,74,32,Cluster 3
395,Wang Dalei,71,32,9000,925000,70,69,70,68,72,60,Cluster 3
396,W. Sandilands,71,37,500,210000,69,71,69,70,75,52,Cluster 3
397,A. Hruška,71,35,500,210000,69,70,70,68,69,31,Cluster 1
398,Ø. Nyland,71,30,16000,1200000,70,70,76,71,72,47,Cluster 3
399,Raúl Fernández,71,33,5000,600000,69,69,61,73,72,40,Cluster 3
400,V. Babacan,71,32,16000,925000,73,69,67,75,71,50,Cluster 3
401,O. Jansson,71,30,4000,1400000,72,67,67,70,73,33,Cluster 3
402,G. Arlauskis,71,33,8000,600000,72,66,65,70,75,33,Cluster 3
403,Rafael,71,31,14000,1000000,72,68,58,69,72,43,Cluster 3
404,B. Maubleu,71,31,4000,1000000,69,70,67,71,70,41,Cluster 3
405,T. Koubek,71,28,12000,1500000,76,62,67,69,75,41,Cluster 3
406,N. Marsman,71,30,4000,1200000,72,67,69,70,73,43,Cluster 3
407,A. Davies,71,28,14000,1600000,71,68,67,69,71,40,Cluster 3
408,Marafona,71,34,7000,325000,68,73,66,72,72,36,Cluster 3
409,M. Bettinelli,71,29,40000,1600000,71,68,73,73,73,30,Cluster 3
410,D. Roef,71,27,11000,1700000,75,70,64,69,72,51,Cluster 3
411,M. Pigliacelli,71,28,8000,1300000,69,71,83,70,70,48,Cluster 3
412,P. Terracciano,71,31,22000,1000000,72,67,64,69,75,41,Cluster 3
413,J. Frick,71,28,10000,1600000,72,67,69,69,72,44,Cluster 3
414,Dani Barrio,71,34,5000,325000,73,69,67,68,73,49,Cluster 3
415,M. Schuhen,71,28,8000,1700000,72,67,70,68,74,53,Cluster 3
416,G. Güvenç,71,29,8000,1400000,71,70,68,70,74,55,Cluster 3
417,D. Heuer Fernandes,71,28,8000,1300000,71,69,70,68,74,43,Cluster 3
418,A. Silva,71,37,3000,210000,70,67,64,70,71,39,Cluster 3
419,P. Carlgren,71,29,8000,1300000,70,69,68,69,72,40,Cluster 3
420,E. Horvath,71,26,22000,2000000,78,66,57,62,76,48,Cluster 3
421,D. Phillips,71,26,16000,1900000,73,69,62,70,72,46,Cluster 3
422,Iván Villar,71,23,9000,3200000,71,69,68,69,70,32,Cluster 3
423,M. Schwäbe,71,26,13000,2000000,72,68,76,68,73,47,Cluster 3
424,J. Pollersbeck,71,26,25000,2000000,73,66,72,70,73,27,Cluster 3
425,B. Kamara,71,24,9000,2300000,72,69,64,70,73,39,Cluster 3
426,A. Batalla,71,25,7000,2200000,72,68,67,69,72,43,Cluster 3
427,M. Fraisl,71,28,7000,1600000,72,69,65,71,72,41,Cluster 3
428,Samuel Portugal,71,27,5000,2000000,74,67,72,67,75,43,Cluster 3
429,Ailton Cardenhas,71,21,8000,1600000,71,72,72,76,72,23,Cluster 3
430,Wiliam Santinho,71,25,10000,1900000,61,77,76,70,73,36,Cluster 3
431,M. Higashiguchi,71,35,4000,210000,67,71,74,72,70,33,Cluster 3
432,Nathael Silbeira,71,25,12000,1500000,61,73,69,73,70,15,Cluster 3
433,Eduardo Fonseira,71,21,9000,1600000,71,70,74,72,69,34,Cluster 3
434,Jean,71,25,500,2000000,71,73,68,74,75,29,Cluster 3
435,R. Majecki,71,21,13000,3200000,70,69,66,71,72,28,Cluster 3
436,G. Vicario,71,24,12000,2400000,70,69,64,73,73,26,Cluster 3
437,Dani Martín,71,22,9000,3600000,71,69,68,69,73,47,Cluster 3
438,F. Plach,71,29,5000,1400000,71,69,66,70,72,33,Cluster 3
439,M. Vandevoordt,71,19,3000,4300000,74,70,67,66,73,40,Cluster 3
440,P. Ortíz,71,31,550,1000000,73,70,69,70,73,26,Cluster 3
441,D. Stipica,71,30,5000,1200000,72,71,66,73,76,29,Cluster 3
442,F. Kastenmeier,71,24,10000,2100000,73,67,70,67,73,26,Cluster 3
443,M. Okoye,71,21,4000,3600000,71,68,66,69,74,23,Cluster 3
444,A. Boruc,70,41,3000,180000,71,65,66,70,71,24,Cluster 3
445,G. Pegolo,70,40,7000,180000,68,68,60,70,70,43,Cluster 3
446,S. Bossut,70,35,4000,180000,68,70,63,73,69,44,Cluster 3
447,S. Kırıntılı,70,36,4000,180000,69,68,66,72,69,47,Cluster 3
448,A. Rebrov,70,37,13000,180000,69,66,64,74,69,36,Cluster 3
449,V. Demarconnay,70,38,2000,180000,70,68,70,72,67,42,Cluster 3
450,J. Lewis,70,33,4000,525000,72,66,66,70,72,56,Cluster 3
451,J. Ruddy,70,34,27000,275000,70,66,72,70,71,40,Cluster 3
452,A. Federici,70,36,2000,180000,70,67,76,70,67,42,Cluster 3
453,V. Stojković,70,37,6000,180000,66,68,66,71,69,54,Cluster 3
454,V. Mannone,70,33,18000,525000,68,67,66,70,71,55,Cluster 3
455,M. Langerak,70,32,3000,800000,71,68,53,70,72,26,Cluster 3
456,C. Toselli,70,33,2000,525000,69,68,70,71,70,51,Cluster 3
457,S. Colombi,70,30,13000,1100000,71,67,53,69,76,41,Cluster 3
458,Tomeu Nadal,70,32,5000,800000,66,68,66,72,73,39,Cluster 3
459,E. Lamanna,70,31,2000,850000,68,68,64,70,72,31,Cluster 3
460,J. Rodríguez,70,28,19000,1400000,74,60,63,72,72,57,Cluster 3
461,W. Foderingham,70,30,12000,1100000,68,69,72,70,71,44,Cluster 3
462,Dani Jiménez,70,31,5000,850000,70,67,64,67,72,50,Cluster 3
463,C. Lampe,70,34,7000,275000,67,72,64,71,70,34,Cluster 3
464,B. Leroy,70,32,3000,800000,69,70,70,70,69,39,Cluster 3
465,M. Gillespie,70,29,16000,1300000,72,66,66,71,73,34,Cluster 3
466,H. Tekin,70,32,7000,800000,67,67,68,70,74,39,Cluster 3
467,Kim Jin Hyeon,70,33,4000,525000,70,67,61,74,71,34,Cluster 3
468,S. McDermott,70,28,2000,1500000,70,67,59,68,73,44,Cluster 3
469,B. Siegrist,70,29,4000,1200000,70,68,66,69,69,37,Cluster 3
470,I. Šehić,70,32,8000,800000,65,71,67,74,70,32,Cluster 3
471,Y. Brecher,70,28,8000,1500000,70,65,65,68,73,40,Cluster 3
472,Adrián Ortolá,70,27,6000,1500000,69,66,74,70,73,50,Cluster 3
473,B. Uphoff,70,27,11000,1500000,69,69,68,69,71,38,Cluster 3
474,C. Walton,70,25,20000,1700000,71,70,69,65,72,35,Cluster 3
475,P. Kühn,70,28,3000,1100000,70,63,69,72,74,50,Cluster 3
476,D. Bachmann,70,26,20000,1600000,69,67,68,65,71,45,Cluster 3
477,M. Al Owais,70,29,16000,1100000,74,64,56,68,74,46,Cluster 3
478,L. García,70,28,10000,1400000,72,69,65,68,75,47,Cluster 3
479,M. Kolke,70,30,5000,1100000,70,67,60,69,74,45,Cluster 3
480,S. Rossbach,70,25,2000,2000000,71,66,66,67,74,49,Cluster 3
481,L. Castellanos,70,37,1000,180000,68,67,64,72,70,43,Cluster 1
482,E. Chaux,70,29,2000,1300000,69,65,60,70,74,45,Cluster 3
483,A. Werner,70,25,8000,2000000,74,72,75,68,70,43,Cluster 3
484,C. Mathenia,70,29,6000,1100000,72,66,62,68,74,45,Cluster 3
485,L. Cárdenas,70,27,18000,1600000,68,70,68,68,73,41,Cluster 3
486,S. Gonda,70,32,4000,800000,69,69,64,68,71,50,Cluster 3
487,G. Lajud,70,27,9000,1700000,69,64,61,73,73,46,Cluster 3
488,L. Lezzerini,70,26,9000,1600000,71,66,63,69,73,45,Cluster 3
489,Rubén Yáñez,70,27,11000,1500000,69,68,64,68,72,44,Cluster 3
490,O. Marciano,70,31,5000,850000,72,66,61,68,73,42,Cluster 3
491,Aarón,70,25,9000,1900000,67,70,66,67,72,37,Cluster 3
492,M. Diaw,70,28,7000,1400000,72,69,68,68,74,43,Cluster 3
493,R. Rúnarsson,70,26,27000,1700000,71,68,72,68,71,45,Cluster 3
494,T. Wellenreuther,70,25,9000,1700000,72,67,65,68,72,53,Cluster 3
495,D. Frascarelli,70,36,500,180000,67,68,69,70,69,42,Cluster 1
496,V. Milinković-Savić,70,24,13000,1900000,69,69,78,69,70,42,Cluster 3
497,J. Devecchi,70,25,6000,1600000,70,66,60,70,74,47,Cluster 3
498,K. Grabara,70,22,7000,3100000,72,68,63,71,72,39,Cluster 3
499,D. Iversen,70,23,26000,1900000,72,69,67,70,72,42,Cluster 3
500,Charles,70,27,3000,1600000,70,66,60,69,73,30,Cluster 3
501,J. Huth,70,27,7000,1400000,70,66,74,67,73,59,Cluster 3
502,L. Zigi,70,24,4000,3100000,75,64,63,66,74,40,Cluster 3
503,Vítor Angulho,70,25,6000,1300000,69,73,58,63,74,37,Cluster 3
504,Adrizinho Bastos,70,33,7000,525000,72,64,72,70,68,45,Cluster 3
505,P. Jensen,70,23,4000,1900000,72,67,69,67,70,30,Cluster 3
506,J. Posavec,70,25,500,2000000,73,62,66,66,75,42,Cluster 3
507,L. Malagón,70,24,5000,3100000,70,70,63,70,72,25,Cluster 3
508,Jairo Farnias,70,21,7000,1400000,64,68,69,68,75,54,Cluster 3
509,Caro,70,27,5000,1600000,70,67,67,70,71,38,Cluster 3
510,Juan Soriano,70,23,4000,2700000,72,66,65,69,72,37,Cluster 3
511,A. Paleari,70,28,8000,1400000,70,68,67,71,71,32,Cluster 3
512,Y. van Osch,70,24,5000,2700000,69,66,71,67,72,42,Cluster 3
513,O. Christensen,70,22,14000,3100000,74,68,63,68,71,37,Cluster 3
514,I. Pettersson,70,24,3000,2700000,72,62,77,66,74,37,Cluster 3
515,N. Mantl,70,21,7000,3100000,71,70,66,69,72,33,Cluster 3
516,L. Zidane,70,23,7000,3100000,72,68,65,70,71,33,Cluster 3
517,A. Meyer,70,30,5000,1100000,71,70,67,70,70,25,Cluster 3
518,A. Beiranvand,70,28,9000,1400000,77,61,63,70,70,42,Cluster 3
519,F. Dahmen,70,23,8000,3100000,73,65,69,67,74,45,Cluster 3
520,B. Petersen,70,27,500,1600000,67,71,68,69,74,51,Cluster 3
521,K. Letica,70,24,8000,1900000,75,63,64,70,73,32,Cluster 3
522,A. Racioppi,70,22,2000,2000000,70,61,62,71,75,30,Cluster 3
523,O. Shevchenko,70,29,500,1300000,69,66,73,71,71,25,Cluster 3
524,M. Álvarez,70,32,6000,800000,71,65,65,73,71,34,Cluster 3
525,S. Rojas,70,25,500,2000000,68,67,70,72,71,25,Cluster 3
526,K. Eissa,70,31,550,850000,70,65,58,69,76,49,Cluster 3
527,D. Lazar,70,29,7000,1100000,69,67,65,70,72,50,Cluster 3
528,M. Zeghba,70,30,9000,1200000,69,68,62,70,72,48,Cluster 3
529,J. Espínola,70,26,5000,1700000,71,66,65,73,72,35,Cluster 3
530,G. Lux,69,39,4000,150000,67,68,72,70,67,34,Cluster 3
531,F. Marchetti,69,38,4000,150000,66,67,62,70,67,53,Cluster 1
532,D. Marshall,69,36,4000,150000,69,67,65,68,71,49,Cluster 3
533,J. De Olivera,69,38,3000,150000,66,71,58,65,70,57,Cluster 1
534,A. Rosati,69,38,10000,150000,68,69,46,70,68,32,Cluster 1
535,B. Guzan,69,36,2000,150000,67,68,76,70,67,38,Cluster 3
536,B. Jones,69,39,1000,150000,65,65,66,73,70,53,Cluster 1
537,R. Elliot,69,35,11000,150000,70,65,74,69,70,39,Cluster 3
538,Santamaría,69,36,2000,150000,68,71,64,66,69,47,Cluster 1
539,Jung Sung Ryong,69,36,3000,150000,70,66,77,68,70,43,Cluster 3
540,M. Vanhamel,69,31,5000,750000,69,68,75,67,70,41,Cluster 3
541,S. Grytebust,69,31,8000,750000,71,68,65,69,70,44,Cluster 3
542,E. Mulder,69,32,4000,700000,69,68,72,65,71,33,Cluster 3
543,A. Blanco,69,33,9000,450000,66,69,65,68,71,56,Cluster 3
544,M. Dreyer,69,32,7000,700000,69,70,67,65,71,49,Cluster 3
545,A. Moris,69,31,6000,750000,70,68,63,68,70,47,Cluster 3
546,D. Petrić,69,33,9000,450000,69,63,61,71,72,44,Cluster 3
547,D. Kuciak,69,36,2000,150000,71,63,64,71,73,37,Cluster 1
548,J. McLaughlin,69,33,17000,450000,70,68,69,68,69,56,Cluster 3
549,Kim Seung Gyu,69,30,4000,925000,70,64,67,68,72,36,Cluster 3
550,A. Hayashi,69,34,4000,240000,71,65,63,71,72,49,Cluster 3
551,S. Bain,69,29,18000,950000,69,70,71,63,71,60,Cluster 3
552,Raúl Lizoain,69,30,3000,925000,67,69,63,69,67,50,Cluster 3
553,A. Letellier,69,30,21000,1000000,68,67,62,67,72,38,Cluster 3
554,E. Özbir,69,31,6000,750000,69,67,61,69,69,29,Cluster 3
555,D. Mitov Nilsson,69,30,2000,925000,70,64,69,66,74,30,Cluster 3
556,Yang Han Been,69,29,3000,1100000,70,63,60,69,73,43,Cluster 3
557,L. Thomas,69,29,6000,950000,71,66,64,65,69,36,Cluster 3
558,J. Blackman,69,27,3000,1400000,70,69,63,65,73,26,Cluster 3
559,G. Hubert,69,27,5000,1400000,70,65,65,69,71,42,Cluster 3
560,D. Stojanović,69,27,10000,1200000,70,65,60,66,72,37,Cluster 3
561,S. Sluga,69,28,6000,1300000,69,67,70,69,70,52,Cluster 3
562,C. Bălgrădean,69,33,6000,450000,68,69,65,68,69,51,Cluster 3
563,C. Maxwell,69,30,5000,925000,69,67,68,70,68,41,Cluster 3
564,M. Michel,69,29,3000,1100000,70,67,66,63,72,49,Cluster 3
565,K. Roos,69,29,6000,950000,72,63,73,67,72,42,Cluster 3
566,M. Caillard,69,27,7000,1400000,73,64,59,70,72,44,Cluster 3
567,E. Basilio,69,26,4000,1600000,70,66,65,67,69,46,Cluster 3
568,I. González,69,31,2000,750000,70,65,61,68,73,48,Cluster 3
569,Ö. Kristinsson,69,32,500,700000,68,70,62,67,70,44,Cluster 3
570,S. Nishikawa,69,35,3000,150000,68,66,73,69,72,42,Cluster 3
571,S. Allagbé,69,27,2000,1200000,69,66,67,69,73,30,Cluster 3
572,O. Cabral,69,36,500,150000,68,69,64,67,72,42,Cluster 1
573,W. Hahn,69,29,4000,1200000,72,65,65,65,74,47,Cluster 3
574,O. Kocuk,69,25,16000,1400000,71,68,62,64,73,33,Cluster 3
575,A. Vural,69,30,7000,925000,70,66,61,69,74,46,Cluster 3
576,L. Kelly,69,25,3000,1600000,71,67,71,71,70,37,Cluster 3
577,B. Medina,69,33,500,450000,76,66,60,64,68,47,Cluster 1
578,Juan Pérez,69,24,8000,1800000,69,67,60,69,73,33,Cluster 3
579,Luciano Cacheira,69,25,5000,1100000,76,62,77,55,76,31,Cluster 3
580,Kaíque Mutto,69,29,7000,950000,79,55,66,55,83,43,Cluster 3
581,M. Verrips,69,24,8000,1800000,71,68,71,65,72,17,Cluster 3
582,A. Keita,69,34,2000,240000,70,64,79,66,71,21,Cluster 3
583,M. Prévot,69,24,2000,1700000,69,68,68,68,69,36,Cluster 3
584,E. Oelschlägel,69,25,6000,1600000,71,65,58,64,72,41,Cluster 3
585,D. Sappa,69,26,5000,1600000,63,72,68,71,69,33,Cluster 3
586,Caio Padricio,69,29,6000,950000,69,71,46,70,73,24,Cluster 3
587,M. Schubert,69,23,5000,2400000,72,66,62,64,74,40,Cluster 3
588,S. Pérez,69,30,5000,925000,71,67,70,67,73,42,Cluster 3
589,O. De Wolf,69,24,6000,1700000,69,67,75,67,72,35,Cluster 3
590,M. Di Gregorio,69,23,2000,1700000,72,69,63,69,73,30,Cluster 3
591,G. Gómez,69,25,6000,1600000,68,64,73,70,72,35,Cluster 3
592,L. García,69,23,3000,2700000,69,67,64,69,70,53,Cluster 3
593,L. Grill,69,22,13000,2400000,70,67,61,67,72,40,Cluster 3
594,D. Schmidt,69,29,6000,1100000,70,68,70,68,71,17,Cluster 3
595,B. Bvuma,69,26,500,1500000,73,72,64,67,67,33,Cluster 3
596,L. Weinkauf,69,24,8000,1600000,70,68,55,72,73,19,Cluster 3
597,K. Broll,69,25,6000,1600000,72,65,48,68,73,15,Cluster 4
598,G. Anestis,69,30,2000,1000000,68,64,68,71,70,24,Cluster 3
599,P. Tsintotas,69,27,500,1200000,70,68,70,63,70,31,Cluster 3
600,Carlos Miguel,69,24,8000,1800000,70,65,65,68,73,28,Cluster 3
601,K. Scherpen,69,21,12000,3000000,69,66,66,69,70,41,Cluster 3
602,M. Hiller,69,24,1000,2400000,69,69,60,70,72,32,Cluster 3
603,Y. Takaoka,69,25,5000,1400000,69,67,63,66,72,23,Cluster 3
604,Iñaki Peña,69,22,29000,2700000,68,66,69,67,71,35,Cluster 3
605,Álvaro Valles,69,23,3000,2400000,71,68,65,69,67,29,Cluster 3
606,M. Trmal,69,22,3000,2700000,70,67,56,66,71,22,Cluster 4
607,Y. Irrazábal,69,33,500,450000,66,70,63,75,65,19,Cluster 1
608,J. Gorter,69,21,4000,2700000,70,65,64,71,68,50,Cluster 3
609,Daniel Figueira,69,22,2000,2700000,70,67,66,68,69,27,Cluster 3
610,C. Gordon,68,38,2000,130000,69,65,64,68,69,35,Cluster 1
611,A. Walke,68,38,5000,130000,66,68,72,73,64,36,Cluster 3
612,Kim Young Kwang,68,38,1000,130000,63,72,62,71,66,56,Cluster 1
613,J. Young,68,35,750,130000,66,66,63,64,70,48,Cluster 1
614,F. Öztürk,68,34,15000,210000,70,65,63,68,72,56,Cluster 3
615,R. Riou,68,33,2000,400000,68,66,65,69,66,48,Cluster 3
616,K. Vermeer,68,35,2000,130000,67,62,65,67,73,58,Cluster 1
617,J. Fejzić,68,35,2000,130000,68,61,54,69,74,24,Cluster 1
618,D. Button,68,32,12000,600000,70,67,65,65,68,54,Cluster 3
619,P. Tytoń,68,34,3000,210000,67,64,70,66,68,50,Cluster 1
620,Wu Yan,68,32,5000,600000,71,64,61,66,69,50,Cluster 3
621,T. Kirschbaum,68,34,4000,210000,71,66,68,65,69,25,Cluster 3
622,Ricardo Ferreira,68,31,3000,650000,70,69,62,65,67,48,Cluster 3
623,L. Daniels,68,33,9000,400000,69,64,67,64,75,49,Cluster 3
624,J. Carvallo,68,35,500,130000,68,65,69,69,65,53,Cluster 1
625,R. Wolf,68,33,7000,400000,70,65,65,66,68,34,Cluster 3
626,W. Yarbrough,68,32,3000,600000,67,62,70,68,68,58,Cluster 3
627,A. Saldívar,68,31,7000,650000,67,66,67,69,67,45,Cluster 3
628,M. Birighitti,68,30,1000,800000,69,69,64,66,70,48,Cluster 3
629,D. Rudd,68,30,10000,800000,70,62,62,65,71,51,Cluster 3
630,D. Hernández,68,35,2000,130000,70,67,59,67,68,32,Cluster 1
631,P. Abrahamsson,68,32,2000,600000,69,70,68,68,66,41,Cluster 3
632,R. Romo,68,31,5000,650000,69,59,64,68,72,36,Cluster 3
633,S. Moore,68,31,7000,650000,69,68,70,64,68,49,Cluster 3
634,J. Delle,68,31,5000,650000,68,67,64,67,68,50,Cluster 3
635,J. Bond,68,28,3000,1000000,69,66,61,67,69,49,Cluster 3
636,B. Megyeri,68,31,5000,650000,65,63,67,71,72,36,Cluster 3
637,M. Gorgelin,68,30,3000,800000,69,64,70,67,70,47,Cluster 3
638,R. Allsop,68,29,5000,825000,68,65,66,66,69,42,Cluster 3
639,C. Coosemans,68,28,7000,950000,68,63,70,68,70,44,Cluster 3
640,Ivo Gonçalves,68,37,1000,130000,65,68,64,70,65,19,Cluster 1
641,L. Bostyn,68,27,5000,1100000,70,66,61,70,69,36,Cluster 3
642,J. Maurer,68,32,3000,600000,68,66,66,72,69,39,Cluster 3
643,J. Alnwick,68,28,3000,950000,69,67,66,67,67,46,Cluster 3
644,A. Leitner,68,27,4000,1100000,69,68,62,65,70,24,Cluster 3
645,D. Léon,68,28,3000,1000000,66,66,64,66,71,47,Cluster 3
646,I. Kelava,68,33,3000,400000,65,68,60,68,70,48,Cluster 3
647,A. Al Mayoof,68,34,11000,210000,57,72,75,67,72,32,Cluster 3
648,P. Bråtveit,68,25,3000,1300000,67,65,72,68,67,45,Cluster 3
649,J. Martínez,68,27,800,1100000,69,65,66,67,71,40,Cluster 3
650,C. Bonilla,68,28,700,1100000,70,67,65,64,71,56,Cluster 3
651,A. Maraval,68,27,2000,1200000,71,64,65,69,70,41,Cluster 3
652,C. Rigamonti,68,34,4000,210000,68,65,63,69,68,40,Cluster 3
653,A. Mehring,68,27,4000,1200000,67,65,66,69,67,47,Cluster 3
654,S. Makani,68,34,2000,210000,69,66,60,68,73,44,Cluster 1
655,N. Körber,68,24,10000,1500000,70,64,59,67,74,35,Cluster 3
656,G. Castellón,68,27,3000,1100000,66,63,58,68,72,42,Cluster 3
657,A. Vasyutin,68,26,3000,1400000,70,61,65,66,72,36,Cluster 3
658,Óscar Whalley,68,27,3000,1200000,68,67,69,65,70,42,Cluster 3
659,S. Román,68,26,650,1400000,69,64,59,70,74,43,Cluster 3
660,N. Haikin,68,25,2000,1400000,70,66,65,65,70,46,Cluster 3
661,L. Mpasi,68,26,2000,1300000,68,66,65,66,69,45,Cluster 3
662,F. Bredlow,68,26,8000,1200000,70,66,62,63,71,39,Cluster 3
663,C. MacGillivray,68,28,3000,1000000,69,65,67,66,71,51,Cluster 3
664,P. Leeuwenburgh,68,27,3000,1100000,72,66,65,64,69,44,Cluster 3
665,Liu Dianzuo,68,31,7000,650000,66,67,64,69,70,50,Cluster 3
666,B. Collins,68,24,10000,1500000,68,64,67,65,69,43,Cluster 3
667,David Gil,68,27,8000,1100000,68,70,67,65,67,47,Cluster 3
668,M. Zetterer,68,25,4000,1400000,67,66,70,64,71,41,Cluster 3
669,Victor Braga,68,29,3000,1000000,68,66,69,65,70,46,Cluster 3
670,R. Swete,68,31,3000,650000,68,64,65,67,72,47,Cluster 3
671,M. Svilar,68,21,3000,2600000,70,64,63,65,70,58,Cluster 3
672,S. Marinović,68,29,,,71,65,58,63,71,47,Cluster 3
673,B. Radunović,68,25,9000,1200000,69,68,64,69,71,42,Cluster 3
674,T. Miller,68,28,3000,1100000,69,65,66,67,68,33,Cluster 3
675,K. Nakamura,68,26,3000,1300000,71,62,69,64,71,40,Cluster 3
676,A. Murić,68,22,22000,2300000,70,65,75,67,71,45,Cluster 3
677,Yoon Bo Sang,68,27,2000,1100000,67,66,63,65,72,29,Cluster 3
678,R. Descamps,68,25,7000,1300000,73,65,61,67,69,43,Cluster 3
679,F. Buntić,68,24,5000,1500000,69,68,66,68,69,24,Cluster 3
680,S. Jurado,68,23,13000,2300000,72,64,65,68,72,52,Cluster 3
681,I. Zlobin,68,24,3000,2300000,66,66,61,67,68,29,Cluster 3
682,G. Guruceaga,68,26,500,1400000,68,69,64,68,68,27,Cluster 3
683,M. Paes,68,23,4000,2300000,68,64,66,67,69,31,Cluster 3
684,B. Özer,68,21,8000,2600000,66,70,69,64,73,20,Cluster 3
685,A. Jakubech,68,24,8000,1400000,71,63,64,67,69,39,Cluster 3
686,T. Rönning,68,22,2000,2300000,66,69,65,69,71,17,Cluster 4
687,Álex Domínguez,68,22,3000,2300000,67,66,67,66,68,42,Cluster 3
688,Josep Martínez,68,23,14000,2300000,70,68,64,67,69,26,Cluster 3
689,M. Asselah,68,34,7000,210000,70,67,62,65,70,42,Cluster 3
690,Daniel Fuzato,68,23,11000,1500000,65,67,62,70,68,27,Cluster 3
691,D. Alemdar,68,18,1000,2400000,66,67,65,69,69,38,Cluster 4
692,Park Il Gyu,68,31,2000,650000,71,54,61,71,73,40,Cluster 3
693,D. St. Clair,68,24,2000,2300000,68,62,53,66,76,27,Cluster 4
694,A. M'hamdi,68,29,5000,825000,70,62,65,68,69,57,Cluster 3
695,L. Requena,68,33,1000,400000,68,65,67,69,68,59,Cluster 1
696,Joan Femenías,68,24,3000,1500000,69,66,51,63,73,25,Cluster 4
697,E. Kardeşler,68,27,8000,1100000,69,63,62,68,72,41,Cluster 3
698,W. Aguerre,68,28,4000,1000000,72,67,65,66,63,53,Cluster 3
699,D. Holec,68,26,500,1200000,69,70,68,71,71,21,Cluster 3
700,V. Kovacević,68,23,2000,2100000,72,64,68,69,72,37,Cluster 3
701,S. Niazmand,68,26,3000,1400000,69,66,65,69,68,29,Cluster 3
702,M. Tvrdon,68,26,500,1100000,69,67,69,70,71,30,Cluster 3
703,N. Mäenpää,67,36,3000,110000,68,68,62,66,65,36,Cluster 1
704,T. Acar,67,35,2000,110000,68,64,67,62,70,36,Cluster 1
705,I. Austbø,67,36,1000,110000,66,64,65,67,68,26,Cluster 1
706,S. Carson,67,35,15000,110000,66,67,65,70,64,35,Cluster 3
707,E. Galudio,67,29,700,700000,65,63,61,64,77,46,Cluster 3
708,M. McGovern,67,36,6000,110000,68,65,64,67,69,32,Cluster 1
709,B. Hamer,67,33,7000,325000,68,62,66,66,68,45,Cluster 3
710,S. Aresti,67,35,5000,110000,66,65,61,69,65,37,Cluster 1
